"title","description","price","sale_price","category","variants","image_url"
"Jadau Floral Boho Mangalsutra","Jadau floral mangalsutra with a boho finish — perfect for parties.","11879","9149","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1255"
"Diamond-Cut Teardrop Contemporary Nose Pins","Handcrafted Diamond-Cut nose pin featuring a teardrop motif, ideal for anniversaries.","2339","1449","Nose Pins","Rose Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1256"
"Cubic Zirconia Heart Ethnic Brooches","Cubic Zirconia heart brooch with a ethnic finish — perfect for gifting.","4259","","Brooches","Gold, Antique","https://loremflickr.com/600/600/brooch,jewellery?lock=1257"
"Sterling Silver Peacock Everyday Bangles","A timeless Sterling Silver bangle set — peacock-inspired design that pairs beautifully for daily wear.","13929","9469","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1258"
"Kundan Lotus Statement Bracelets","Statement bracelet with intricate lotus detailing and a lightweight Kundan body.","9079","","Bracelets","Silver, Rose Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1259"
"Cubic Zirconia Teardrop Vintage Bracelets","Elegant vintage bracelet in Cubic Zirconia, designed to elevate any daily wear look.","1649","1419","Bracelets","Rose Gold, Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1260"
"Gold-Plated Paisley Vintage Earrings","Elegant vintage earrings in Gold-Plated, designed to elevate any festive occasions look.","679","589","Earrings","Silver, Gold, Rose Gold, Oxidised","https://loremflickr.com/600/600/earrings,jewellery?lock=1261"
"Gold-Plated Choker Ethnic Toe Rings","Ethnic toe ring with intricate choker detailing and a lightweight Gold-Plated body.","759","509","Toe Rings","Silver, Oxidised","https://loremflickr.com/600/600/toe,ring,silver?lock=1262"
"Filigree Heart Royal Necklaces","A timeless Filigree necklace — heart-inspired design that pairs beautifully for weddings.","13549","11059","Necklaces","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1263"
"Gold-Plated Peacock Minimalist Necklaces","Handcrafted Gold-Plated necklace featuring a peacock motif, ideal for office wear.","16959","14539","Necklaces","Gold, Rose Gold","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1264"
"Cubic Zirconia Solitaire Everyday Bangles","Handcrafted Cubic Zirconia bangle set featuring a solitaire motif, ideal for weddings.","5439","","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1265"
"Kundan Temple Coin Everyday Anklets","Kundan temple coin anklet with a everyday finish — perfect for office wear.","2709","","Anklets","Oxidised, Silver, Gold","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1266"
"Jadau Jhumka Handcrafted Bangles","Jadau jhumka bangle set with a handcrafted finish — perfect for anniversaries.","13119","9579","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1267"
"Oxidised Silver Cluster Festive Necklaces","Elegant festive necklace in Oxidised Silver, designed to elevate any festive occasions look.","1809","","Necklaces","Silver, Rose Gold","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1268"
"Oxidised Silver Leaf Office Wear Bangles","Oxidised Silver leaf bangle set with a office wear finish — perfect for parties.","1979","","Bangles","2.4, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1269"
"Cubic Zirconia Cluster Vintage Nathiya (Nose Ring)","Vintage nath with intricate cluster detailing and a lightweight Cubic Zirconia body.","8309","","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1270"
"Sterling Silver Paisley Office Wear Maang Tikka","Office Wear maang tikka with intricate paisley detailing and a lightweight Sterling Silver body.","4579","3839","Maang Tikka","Silver, Kundan, Gold","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1271"
"Kundan Paisley Minimalist Bangles","Handcrafted Kundan bangle set featuring a paisley motif, ideal for traditional ceremonies.","13779","","Bangles","2.4, 2.6","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1272"
"Antique Geometric Office Wear Nose Pins","Antique geometric nose pin with a office wear finish — perfect for festive occasions.","2489","2029","Nose Pins","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1273"
"Jadau Peacock Royal Rings","Elegant royal ring in Jadau, designed to elevate any anniversaries look.","7839","","Rings","6, 7, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1274"
"Sterling Silver Jhumka Designer Mangalsutra","Designer mangalsutra with intricate jhumka detailing and a lightweight Sterling Silver body.","10519","","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1275"
"Beaded Paisley Contemporary Earrings","Contemporary earrings with intricate paisley detailing and a lightweight Beaded body.","2489","2069","Earrings","Rose Gold, Gold","https://loremflickr.com/600/600/earrings,jewellery?lock=1276"
"Kundan Chandbali Handcrafted Chains","Handcrafted chain with intricate chandbali detailing and a lightweight Kundan body.","15929","","Chains","Gold, Silver","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1277"
"Antique Peacock Contemporary Earrings","Contemporary earrings with intricate peacock detailing and a lightweight Antique body.","8049","6909","Earrings","Oxidised, Rose Gold, Gold","https://loremflickr.com/600/600/earrings,jewellery?lock=1278"
"Rose Gold Heart Minimalist Rings","A timeless Rose Gold ring — heart-inspired design that pairs beautifully for parties.","9809","8309","Rings","10, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1279"
"Jadau Choker Party Wear Chains","Handcrafted Jadau chain featuring a choker motif, ideal for parties.","15359","9479","Chains","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1280"
"Gold-Plated Cluster Office Wear Chains","Elegant office wear chain in Gold-Plated, designed to elevate any daily wear look.","8759","6439","Chains","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1281"
"Antique Teardrop Handcrafted Necklaces","A timeless Antique necklace — teardrop-inspired design that pairs beautifully for parties.","2459","","Necklaces","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1282"
"Polki Teardrop Minimalist Rings","Handcrafted Polki ring featuring a teardrop motif, ideal for daily wear.","9529","7829","Rings","6, 7, 9, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1283"
"Antique Cluster Boho Bangles","Boho bangle set with intricate cluster detailing and a lightweight Antique body.","15969","12729","Bangles","2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1284"
"Filigree Lotus Traditional Rings","Handcrafted Filigree ring featuring a lotus motif, ideal for daily wear.","2639","1739","Rings","6, 8, 9, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1285"
"Pearl Solitaire Everyday Pendants","Pearl solitaire pendant with a everyday finish — perfect for office wear.","989","759","Pendants","Gold, Rose Gold","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1286"
"Diamond-Cut Geometric Handcrafted Jewellery Sets","Handcrafted jewellery set with intricate geometric detailing and a lightweight Diamond-Cut body.","25059","15989","Jewellery Sets","Silver, Rose Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1287"
"Jadau Jhumka Vintage Anklets","Handcrafted Jadau anklet featuring a jhumka motif, ideal for office wear.","1439","859","Anklets","Gold, Oxidised, Silver","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1288"
"Oxidised Silver Geometric Designer Nathiya (Nose Ring)","Handcrafted Oxidised Silver nath featuring a geometric motif, ideal for festive occasions.","8929","7219","Nathiya (Nose Ring)","Kundan, Gold","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1289"
"Antique Floral Party Wear Brooches","Antique floral brooch with a party wear finish — perfect for anniversaries.","2569","2039","Brooches","Silver, Gold, Antique","https://loremflickr.com/600/600/brooch,jewellery?lock=1290"
"Cubic Zirconia Choker Bridal Nose Pins","Bridal nose pin with intricate choker detailing and a lightweight Cubic Zirconia body.","2319","","Nose Pins","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1291"
"Beaded Peacock Contemporary Rings","Handcrafted Beaded ring featuring a peacock motif, ideal for anniversaries.","10459","7039","Rings","6, 8","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1292"
"Kundan Lotus Festive Rings","Handcrafted Kundan ring featuring a lotus motif, ideal for anniversaries.","11869","9159","Rings","6, 9, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1293"
"Sterling Silver Solitaire Contemporary Rings","Elegant contemporary ring in Sterling Silver, designed to elevate any gifting look.","7529","","Rings","8, 10, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1294"
"Polki Layered Traditional Bangles","Traditional bangle set with intricate layered detailing and a lightweight Polki body.","10369","7649","Bangles","2.4, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1295"
"Filigree Geometric Minimalist Bracelets","Elegant minimalist bracelet in Filigree, designed to elevate any anniversaries look.","1119","869","Bracelets","Rose Gold, Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1296"
"Filigree Chandbali Everyday Nose Pins","Everyday nose pin with intricate chandbali detailing and a lightweight Filigree body.","669","469","Nose Pins","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1297"
"Beaded Chandbali Party Wear Bracelets","Beaded chandbali bracelet with a party wear finish — perfect for office wear.","4399","","Bracelets","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1298"
"Sterling Silver Layered Royal Mangalsutra","Elegant royal mangalsutra in Sterling Silver, designed to elevate any festive occasions look.","19119","14339","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1299"
"Sterling Silver Paisley Festive Anklets","Handcrafted Sterling Silver anklet featuring a paisley motif, ideal for daily wear.","1379","","Anklets","Silver, Gold, Oxidised","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1300"
"Cubic Zirconia Choker Contemporary Necklaces","Cubic Zirconia choker necklace with a contemporary finish — perfect for festive occasions.","8119","","Necklaces","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1301"
"Diamond-Cut Solitaire Festive Anklets","Diamond-Cut solitaire anklet with a festive finish — perfect for anniversaries.","2659","2279","Anklets","Gold, Oxidised","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1302"
"American Diamond Geometric Handcrafted Rings","Elegant handcrafted ring in American Diamond, designed to elevate any anniversaries look.","4259","2679","Rings","8, 9, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1303"
"Filigree Leaf Handcrafted Chains","Handcrafted chain with intricate leaf detailing and a lightweight Filigree body.","1509","1079","Chains","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1304"
"Oxidised Silver Leaf Traditional Jewellery Sets","Elegant traditional jewellery set in Oxidised Silver, designed to elevate any gifting look.","20599","","Jewellery Sets","Rose Gold, Silver","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1305"
"Filigree Geometric Royal Brooches","A timeless Filigree brooch — geometric-inspired design that pairs beautifully for festive occasions.","2269","1979","Brooches","Silver, Antique, Gold","https://loremflickr.com/600/600/brooch,jewellery?lock=1306"
"Beaded Choker Minimalist Bangles","Beaded choker bangle set with a minimalist finish — perfect for gifting.","13139","9779","Bangles","2.10, 2.4, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1307"
"Diamond-Cut Floral Bridal Jewellery Sets","Bridal jewellery set with intricate floral detailing and a lightweight Diamond-Cut body.","14379","11979","Jewellery Sets","Gold, Silver","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1308"
"Rose Gold Infinity Vintage Nathiya (Nose Ring)","Handcrafted Rose Gold nath featuring a infinity motif, ideal for office wear.","5289","3859","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1309"
"Beaded Leaf Bridal Nose Pins","Beaded leaf nose pin with a bridal finish — perfect for anniversaries.","2699","1879","Nose Pins","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1310"
"Pearl Infinity Royal Necklaces","Pearl infinity necklace with a royal finish — perfect for traditional ceremonies.","8749","6909","Necklaces","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1311"
"American Diamond Heart Designer Nathiya (Nose Ring)","Designer nath with intricate heart detailing and a lightweight American Diamond body.","939","719","Nathiya (Nose Ring)","Kundan, Gold","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1312"
"Meenakari Temple Coin Minimalist Nose Pins","A timeless Meenakari nose pin — temple coin-inspired design that pairs beautifully for office wear.","1539","","Nose Pins","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1313"
"Jadau Geometric Statement Mangalsutra","Elegant statement mangalsutra in Jadau, designed to elevate any gifting look.","17779","15589","Mangalsutra","Rose Gold, Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1314"
"American Diamond Teardrop Festive Bangles","American Diamond teardrop bangle set with a festive finish — perfect for traditional ceremonies.","15739","13219","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1315"
"Meenakari Choker Everyday Bracelets","Handcrafted Meenakari bracelet featuring a choker motif, ideal for traditional ceremonies.","7329","4469","Bracelets","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1316"
"Rose Gold Jhumka Festive Nathiya (Nose Ring)","Rose Gold jhumka nath with a festive finish — perfect for traditional ceremonies.","3579","","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1317"
"Meenakari Heart Vintage Rings","Elegant vintage ring in Meenakari, designed to elevate any anniversaries look.","23069","","Rings","6, 7, 8, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1318"
"Antique Chandbali Ethnic Toe Rings","Ethnic toe ring with intricate chandbali detailing and a lightweight Antique body.","1399","1169","Toe Rings","Silver, Oxidised","https://loremflickr.com/600/600/toe,ring,silver?lock=1319"
"Polki Layered Royal Mangalsutra","Elegant royal mangalsutra in Polki, designed to elevate any anniversaries look.","19359","11909","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1320"
"Beaded Solitaire Bridal Maang Tikka","Beaded solitaire maang tikka with a bridal finish — perfect for weddings.","3649","","Maang Tikka","Kundan, Gold, Silver","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1321"
"Meenakari Heart Minimalist Nose Pins","Minimalist nose pin with intricate heart detailing and a lightweight Meenakari body.","2659","","Nose Pins","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1322"
"Filigree Floral Office Wear Anklets","Filigree floral anklet with a office wear finish — perfect for weddings.","709","569","Anklets","Oxidised, Silver","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1323"
"Oxidised Silver Cluster Minimalist Chains","Oxidised Silver cluster chain with a minimalist finish — perfect for gifting.","6009","4249","Chains","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1324"
"Beaded Solitaire Vintage Bracelets","Elegant vintage bracelet in Beaded, designed to elevate any parties look.","7799","","Bracelets","Rose Gold, Silver","https://loremflickr.com/600/600/bracelet,jewellery?lock=1325"
"Diamond-Cut Teardrop Traditional Rings","A timeless Diamond-Cut ring — teardrop-inspired design that pairs beautifully for daily wear.","8149","","Rings","6, 7","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1326"
"Rose Gold Peacock Vintage Earrings","Rose Gold peacock earrings with a vintage finish — perfect for weddings.","6649","","Earrings","Gold, Silver, Oxidised","https://loremflickr.com/600/600/earrings,jewellery?lock=1327"
"Polki Temple Coin Office Wear Necklaces","Elegant office wear necklace in Polki, designed to elevate any anniversaries look.","13959","9359","Necklaces","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/necklace,jewellery,gold?lock=1328"
"Polki Chandbali Designer Chains","Elegant designer chain in Polki, designed to elevate any festive occasions look.","11099","7079","Chains","Silver, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1329"
"Polki Infinity Party Wear Toe Rings","Party Wear toe ring with intricate infinity detailing and a lightweight Polki body.","1449","979","Toe Rings","Silver, Oxidised","https://loremflickr.com/600/600/toe,ring,silver?lock=1330"
"Sterling Silver Leaf Festive Rings","Sterling Silver leaf ring with a festive finish — perfect for festive occasions.","7599","","Rings","6, 7, 8","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1331"
"Polki Leaf Royal Nathiya (Nose Ring)","Elegant royal nath in Polki, designed to elevate any parties look.","3239","","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1332"
"Jadau Temple Coin Statement Nose Pins","Elegant statement nose pin in Jadau, designed to elevate any anniversaries look.","499","319","Nose Pins","Rose Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1333"
"Polki Peacock Contemporary Jewellery Sets","Elegant contemporary jewellery set in Polki, designed to elevate any traditional ceremonies look.","3629","","Jewellery Sets","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1334"
"Meenakari Lotus Everyday Maang Tikka","Everyday maang tikka with intricate lotus detailing and a lightweight Meenakari body.","6799","","Maang Tikka","Gold, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1335"
"Diamond-Cut Leaf Vintage Bracelets","Handcrafted Diamond-Cut bracelet featuring a leaf motif, ideal for festive occasions.","7609","6259","Bracelets","Gold, Silver","https://loremflickr.com/600/600/bracelet,jewellery?lock=1336"
"Filigree Temple Coin Boho Anklets","Boho anklet with intricate temple coin detailing and a lightweight Filigree body.","1879","1539","Anklets","Silver, Gold, Oxidised","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1337"
"Cubic Zirconia Peacock Party Wear Nathiya (Nose Ring)","A timeless Cubic Zirconia nath — peacock-inspired design that pairs beautifully for festive occasions.","1839","1259","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1338"
"Oxidised Silver Cluster Party Wear Anklets","A timeless Oxidised Silver anklet — cluster-inspired design that pairs beautifully for traditional ceremonies.","3549","2949","Anklets","Silver, Gold, Oxidised","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1339"
"Filigree Heart Royal Brooches","Filigree heart brooch with a royal finish — perfect for parties.","1009","","Brooches","Gold, Silver, Antique","https://loremflickr.com/600/600/brooch,jewellery?lock=1340"
"Diamond-Cut Teardrop Office Wear Mangalsutra","Office Wear mangalsutra with intricate teardrop detailing and a lightweight Diamond-Cut body.","4579","3769","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1341"
"Filigree Floral Vintage Earrings","Vintage earrings with intricate floral detailing and a lightweight Filigree body.","2179","1329","Earrings","Gold, Oxidised, Rose Gold, Silver","https://loremflickr.com/600/600/earrings,jewellery?lock=1342"
"Sterling Silver Teardrop Royal Pendants","Royal pendant with intricate teardrop detailing and a lightweight Sterling Silver body.","7419","5619","Pendants","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1343"
"Oxidised Silver Solitaire Traditional Earrings","Oxidised Silver solitaire earrings with a traditional finish — perfect for daily wear.","6319","","Earrings","Silver, Oxidised, Gold","https://loremflickr.com/600/600/earrings,jewellery?lock=1344"
"American Diamond Choker Royal Nose Pins","Royal nose pin with intricate choker detailing and a lightweight American Diamond body.","739","479","Nose Pins","Rose Gold, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1345"
"Antique Choker Contemporary Jewellery Sets","Contemporary jewellery set with intricate choker detailing and a lightweight Antique body.","6049","","Jewellery Sets","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1346"
"Gold-Plated Peacock Festive Nose Pins","Handcrafted Gold-Plated nose pin featuring a peacock motif, ideal for festive occasions.","2559","","Nose Pins","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1347"
"Antique Layered Festive Anklets","Elegant festive anklet in Antique, designed to elevate any gifting look.","3829","","Anklets","Silver, Oxidised, Gold","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1348"
"American Diamond Choker Bridal Nose Pins","A timeless American Diamond nose pin — choker-inspired design that pairs beautifully for parties.","2769","","Nose Pins","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1349"
"Temple Jhumka Handcrafted Bangles","Elegant handcrafted bangle set in Temple, designed to elevate any traditional ceremonies look.","12249","9659","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1350"
"Cubic Zirconia Jhumka Designer Maang Tikka","Handcrafted Cubic Zirconia maang tikka featuring a jhumka motif, ideal for weddings.","7619","","Maang Tikka","Gold, Silver, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1351"
"Sterling Silver Chandbali Minimalist Chains","Sterling Silver chandbali chain with a minimalist finish — perfect for gifting.","13189","","Chains","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1352"
"Sterling Silver Temple Coin Ethnic Bangles","A timeless Sterling Silver bangle set — temple coin-inspired design that pairs beautifully for gifting.","2679","2109","Bangles","2.10, 2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1353"
"Sterling Silver Layered Everyday Jewellery Sets","Elegant everyday jewellery set in Sterling Silver, designed to elevate any parties look.","28399","23309","Jewellery Sets","Rose Gold, Gold, Silver","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1354"
"Beaded Teardrop Royal Maang Tikka","Elegant royal maang tikka in Beaded, designed to elevate any traditional ceremonies look.","6719","","Maang Tikka","Silver, Gold, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1355"
"Kundan Heart Bridal Rings","Handcrafted Kundan ring featuring a heart motif, ideal for daily wear.","24889","17559","Rings","8, 10, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1356"
"Meenakari Solitaire Traditional Maang Tikka","Elegant traditional maang tikka in Meenakari, designed to elevate any weddings look.","8339","","Maang Tikka","Gold, Silver","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1357"
"Jadau Cluster Party Wear Toe Rings","A timeless Jadau toe ring — cluster-inspired design that pairs beautifully for festive occasions.","349","","Toe Rings","Silver, Oxidised","https://loremflickr.com/600/600/toe,ring,silver?lock=1358"
"Pearl Layered Office Wear Toe Rings","Elegant office wear toe ring in Pearl, designed to elevate any gifting look.","389","329","Toe Rings","Oxidised, Silver","https://loremflickr.com/600/600/toe,ring,silver?lock=1359"
"Filigree Floral Festive Bangles","Filigree floral bangle set with a festive finish — perfect for office wear.","2879","","Bangles","2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1360"
"Polki Chandbali Office Wear Anklets","A timeless Polki anklet — chandbali-inspired design that pairs beautifully for traditional ceremonies.","4819","","Anklets","Gold, Oxidised","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1361"
"Sterling Silver Infinity Statement Nose Pins","Sterling Silver infinity nose pin with a statement finish — perfect for parties.","1609","1389","Nose Pins","Silver, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1362"
"Temple Choker Royal Chains","Handcrafted Temple chain featuring a choker motif, ideal for weddings.","14589","10949","Chains","Silver, Rose Gold, Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1363"
"Antique Lotus Traditional Nose Pins","Traditional nose pin with intricate lotus detailing and a lightweight Antique body.","599","489","Nose Pins","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1364"
"Diamond-Cut Solitaire Office Wear Nose Pins","A timeless Diamond-Cut nose pin — solitaire-inspired design that pairs beautifully for weddings.","369","229","Nose Pins","Silver, Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1365"
"Kundan Geometric Ethnic Jewellery Sets","Ethnic jewellery set with intricate geometric detailing and a lightweight Kundan body.","21989","","Jewellery Sets","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1366"
"Gold-Plated Heart Party Wear Anklets","Elegant party wear anklet in Gold-Plated, designed to elevate any weddings look.","4769","3859","Anklets","Oxidised, Silver, Gold","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1367"
"American Diamond Peacock Contemporary Mangalsutra","Handcrafted American Diamond mangalsutra featuring a peacock motif, ideal for office wear.","2159","1529","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1368"
"Cubic Zirconia Paisley Everyday Bangles","A timeless Cubic Zirconia bangle set — paisley-inspired design that pairs beautifully for weddings.","3639","2809","Bangles","2.4, 2.6, 2.8","https://loremflickr.com/600/600/bangle,jewellery,gold?lock=1369"
"Beaded Lotus Designer Brooches","Elegant designer brooch in Beaded, designed to elevate any office wear look.","2779","","Brooches","Gold, Antique, Silver","https://loremflickr.com/600/600/brooch,jewellery?lock=1370"
"Oxidised Silver Jhumka Contemporary Rings","A timeless Oxidised Silver ring — jhumka-inspired design that pairs beautifully for daily wear.","21099","13799","Rings","8, 9, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1371"
"Rose Gold Solitaire Boho Maang Tikka","Elegant boho maang tikka in Rose Gold, designed to elevate any office wear look.","7719","5309","Maang Tikka","Silver, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1372"
"Antique Leaf Everyday Rings","A timeless Antique ring — leaf-inspired design that pairs beautifully for festive occasions.","15959","13039","Rings","6, 7, 10","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1373"
"Meenakari Paisley Royal Brooches","A timeless Meenakari brooch — paisley-inspired design that pairs beautifully for weddings.","4809","3869","Brooches","Gold, Antique, Silver","https://loremflickr.com/600/600/brooch,jewellery?lock=1374"
"Diamond-Cut Infinity Boho Brooches","Boho brooch with intricate infinity detailing and a lightweight Diamond-Cut body.","699","519","Brooches","Silver, Gold, Antique","https://loremflickr.com/600/600/brooch,jewellery?lock=1375"
"Jadau Temple Coin Bridal Nathiya (Nose Ring)","A timeless Jadau nath — temple coin-inspired design that pairs beautifully for daily wear.","2279","1689","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1376"
"Pearl Paisley Bridal Nose Pins","Handcrafted Pearl nose pin featuring a paisley motif, ideal for festive occasions.","3309","","Nose Pins","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1377"
"Rose Gold Peacock Minimalist Bracelets","Rose Gold peacock bracelet with a minimalist finish — perfect for weddings.","11649","9949","Bracelets","Rose Gold, Silver, Gold","https://loremflickr.com/600/600/bracelet,jewellery?lock=1378"
"Antique Chandbali Contemporary Chains","Contemporary chain with intricate chandbali detailing and a lightweight Antique body.","14579","","Chains","Silver, Gold, Rose Gold","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1379"
"Kundan Chandbali Festive Maang Tikka","Elegant festive maang tikka in Kundan, designed to elevate any office wear look.","6859","","Maang Tikka","Silver, Kundan","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1380"
"Filigree Floral Everyday Nose Pins","A timeless Filigree nose pin — floral-inspired design that pairs beautifully for gifting.","2349","","Nose Pins","Gold, Silver, Rose Gold","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1381"
